"","year","month","day","daily_sales","active_promotions","outlier","rolling_mean"
"518",2014,9,2,5581314,629,"0",5459.48195411854
"519",2014,9,3,5079215,629,"0",5459.48195411854
"520",2014,9,4,5167172,684,"0",5459.48195411854
"521",2014,9,5,5228007,684,"0",5459.48195411854
"522",2014,9,6,4885091,0,"0",5459.48195411854
"523",2014,9,8,5127848,0,"0",5459.48195411854
"524",2014,9,9,4768340,0,"0",5459.48195411854
"525",2014,9,10,4720766,0,"0",5459.48195411854
"526",2014,9,11,4927875,0,"0",5459.48195411854
"527",2014,9,12,5124330,0,"0",5459.48195411854
"528",2014,9,13,5134569,0,"0",5459.48195411854
"529",2014,9,15,8724338,932,"0",5459.48195411854
"530",2014,9,16,7191134,932,"0",5459.48195411854
"531",2014,9,17,6513743,932,"0",5459.48195411854
"532",2014,9,18,6397477,932,"0",5459.48195411854
"533",2014,9,19,6550530,932,"0",5459.48195411854
"534",2014,9,20,4915671,0,"0",5459.48195411854
"535",2014,9,22,5277645,0,"0",5459.48195411854
"536",2014,9,23,4977122,0,"0",5459.48195411854
"537",2014,9,24,4805992,0,"0",5459.48195411854
"538",2014,9,25,4969583,0,"0",5459.48195411854
"539",2014,9,26,5320736,0,"0",5459.48195411854
"540",2014,9,27,4975386,0,"0",5459.48195411854
"541",2014,9,29,8548286,934,"0",5459.48195411854
"542",2014,9,30,8893788,934,"0",5459.48195411854
"543",2015,1,3,5534155,0,"0",5383.07479224377
"544",2015,1,5,2060854,203,"0",5383.07479224377
"545",2015,1,6,2051318,228,"0",5383.07479224377
"546",2015,1,7,7587388,963,"0",5383.07479224377
"547",2015,1,8,6914081,1003,"0",5383.07479224377
"548",2015,1,9,7146532,1003,"0",5383.07479224377
"549",2015,1,10,6277742,0,"0",5383.07479224377
"550",2015,1,12,9840664,1115,"0",5383.07479224377
"551",2015,1,13,8538569,1115,"0",5383.07479224377
"552",2015,1,14,7881690,1115,"0",5383.07479224377
"553",2015,1,15,7774935,1115,"0",5383.07479224377
"554",2015,1,16,8456148,1115,"0",5383.07479224377
"555",2015,1,17,6525692,0,"0",5383.07479224377
"556",2015,1,19,6386391,0,"0",5383.07479224377
"557",2015,1,20,5744162,0,"0",5383.07479224377
"558",2015,1,21,5882045,0,"0",5383.07479224377
"559",2015,1,22,5933913,0,"0",5383.07479224377
"560",2015,1,23,6326166,0,"0",5383.07479224377
"561",2015,1,24,5811369,0,"0",5383.07479224377
"562",2015,1,26,9401803,1114,"0",5383.07479224377
"563",2015,1,27,8392342,1114,"0",5383.07479224377
"564",2015,1,28,7930037,1114,"0",5383.07479224377
"565",2015,1,29,8024066,1114,"0",5383.07479224377
"566",2015,1,30,9454954,1114,"0",5383.07479224377
"567",2015,1,31,7354597,0,"0",5383.07479224377
"568",2015,2,2,8165843,908,"0",5375.57078777042
"569",2015,2,3,7194055,908,"0",5375.57078777042
"570",2015,2,4,6762293,930,"0",5375.57078777042
"571",2015,2,5,6592357,931,"0",5375.57078777042
"572",2015,2,6,7038992,931,"0",5375.57078777042
"573",2015,2,7,6594669,0,"0",5375.57078777042
"574",2015,2,9,5794761,0,"0",5375.57078777042
"575",2015,2,10,5638131,0,"0",5375.57078777042
"576",2015,2,11,5704454,0,"0",5375.57078777042
"577",2015,2,12,5427559,0,"0",5375.57078777042
"578",2015,2,13,6400755,0,"0",5375.57078777042
"579",2015,2,14,6701361,0,"0",5375.57078777042
"580",2015,2,16,6944282,828,"0",5375.57078777042
"581",2015,2,17,6648986,856,"0",5375.57078777042
"582",2015,2,18,6344826,858,"0",5375.57078777042
"583",2015,2,19,6280220,858,"0",5375.57078777042
"584",2015,2,20,6301691,858,"0",5375.57078777042
"585",2015,2,21,6290922,0,"0",5375.57078777042
"586",2015,2,23,5984980,0,"0",5375.57078777042
"587",2015,2,24,6021986,0,"0",5375.57078777042
"588",2015,2,25,6028364,0,"0",5375.57078777042
"589",2015,2,26,6471718,0,"0",5375.57078777042
"590",2015,2,27,7778945,0,"0",5375.57078777042
"591",2015,2,28,7421745,0,"0",5375.57078777042
"592",2015,3,2,10653714,1085,"0",5369.13524452172
"593",2015,3,3,8990939,1085,"0",5369.13524452172
"594",2015,3,4,8196024,1085,"0",5369.13524452172
"595",2015,3,5,8030263,1085,"0",5369.13524452172
"596",2015,3,6,8271026,1085,"0",5369.13524452172
"597",2015,3,7,6565020,0,"0",5369.13524452172
"598",2015,3,9,6572163,0,"0",5369.13524452172
"599",2015,3,10,6033835,0,"0",5369.13524452172
"600",2015,3,11,6096249,0,"0",5369.13524452172
"601",2015,3,12,6199823,0,"0",5369.13524452172
"602",2015,3,13,6754529,0,"0",5369.13524452172
"603",2015,3,14,6625997,0,"0",5369.13524452172
"604",2015,3,16,10877344,1113,"0",5369.13524452172
"605",2015,3,17,8792886,1113,"0",5369.13524452172
"606",2015,3,18,7993269,1112,"0",5369.13524452172
"607",2015,3,19,8073881,1113,"0",5369.13524452172
"608",2015,3,20,8291098,1114,"0",5369.13524452172
"609",2015,3,21,6398094,0,"0",5369.13524452172
"610",2015,3,23,6788834,0,"0",5369.13524452172
"611",2015,3,24,6226359,0,"0",5369.13524452172
"612",2015,3,25,5940107,0,"0",5369.13524452172
"613",2015,3,26,6045543,0,"0",5369.13524452172
"614",2015,3,27,6731317,0,"0",5369.13524452172
"615",2015,3,28,6684937,0,"0",5369.13524452172
"616",2015,3,30,3018749,274,"0",5369.13524452172
"617",2015,3,31,2839627,274,"0",5369.13524452172
"618",2015,4,1,1693385,159,"0",5410.14278167244
"619",2015,4,2,343034,28,"0",5410.14278167244
"620",2015,4,3,38722,1,"0",5410.14278167244
"621",2015,4,4,8210130,0,"0",5410.14278167244
"622",2015,4,6,33655,0,"0",5410.14278167244
"623",2015,4,7,598559,0,"0",5410.14278167244
"624",2015,4,8,528099,0,"0",5410.14278167244
"625",2015,4,9,514836,0,"0",5410.14278167244
"626",2015,4,10,514300,0,"0",5410.14278167244
"627",2015,4,11,6445499,0,"0",5410.14278167244
"628",2015,4,13,10011073,1000,"0",5410.14278167244
"629",2015,4,14,8301712,1000,"0",5410.14278167244
"630",2015,4,15,7252966,998,"0",5410.14278167244
"631",2015,4,16,7593636,1000,"0",5410.14278167244
"632",2015,4,17,7930439,1000,"0",5410.14278167244
"633",2015,4,18,6569186,0,"0",5410.14278167244
"634",2015,4,20,6588863,0,"0",5410.14278167244
"635",2015,4,21,6039464,0,"0",5410.14278167244
"636",2015,4,22,6082195,0,"0",5410.14278167244
"637",2015,4,23,6153519,0,"0",5410.14278167244
"638",2015,4,24,6367560,0,"0",5410.14278167244
"639",2015,4,25,6305451,0,"0",5410.14278167244
"640",2015,4,27,10605500,1115,"0",5410.14278167244
"641",2015,4,28,9302980,1114,"0",5410.14278167244
"642",2015,4,29,9517703,1115,"0",5410.14278167244
"643",2015,4,30,11327847,1115,"0",5410.14278167244
"644",2015,5,1,264231,20,"0",5422.86230623908
"645",2015,5,2,8764984,0,"0",5422.86230623908
"646",2015,5,4,10995906,1114,"0",5422.86230623908
"647",2015,5,5,8778928,1113,"0",5422.86230623908
"648",2015,5,6,8633577,1113,"0",5422.86230623908
"649",2015,5,7,8550616,1114,"0",5422.86230623908
"650",2015,5,8,8665512,1114,"0",5422.86230623908
"651",2015,5,9,7157061,0,"0",5422.86230623908
"652",2015,5,11,6526793,0,"0",5422.86230623908
"653",2015,5,12,6494344,0,"0",5422.86230623908
"654",2015,5,13,7924834,0,"0",5422.86230623908
"655",2015,5,14,250880,0,"0",5422.86230623908
"656",2015,5,15,5282470,0,"0",5422.86230623908
"657",2015,5,16,6497847,0,"0",5422.86230623908
"658",2015,5,18,10089196,1059,"0",5422.86230623908
"659",2015,5,19,8514380,1059,"0",5422.86230623908
"660",2015,5,20,7973325,1059,"0",5422.86230623908
"661",2015,5,21,7861258,1059,"0",5422.86230623908
"662",2015,5,22,7996216,1059,"0",5422.86230623908
"663",2015,5,23,6773815,0,"0",5422.86230623908
"664",2015,5,25,299473,0,"0",5422.86230623908
"665",2015,5,26,3098138,0,"0",5422.86230623908
"666",2015,5,27,5399733,0,"0",5422.86230623908
"667",2015,5,28,5555852,0,"0",5422.86230623908
"668",2015,5,29,6718832,0,"0",5422.86230623908
"669",2015,5,30,7546769,0,"0",5422.86230623908
"670",2015,6,1,9430954,862,"0",5404.13868367925
"671",2015,6,2,7905484,862,"0",5404.13868367925
"672",2015,6,3,7660960,861,"0",5404.13868367925
"673",2015,6,4,3500758,429,"0",5404.13868367925
"674",2015,6,5,7448494,862,"0",5404.13868367925
"675",2015,6,6,6478518,0,"0",5404.13868367925
"676",2015,6,8,7366781,0,"0",5404.13868367925
"677",2015,6,9,6865990,0,"0",5404.13868367925
"678",2015,6,10,6524741,0,"0",5404.13868367925
"679",2015,6,11,6553081,0,"0",5404.13868367925
"680",2015,6,12,6606431,0,"0",5404.13868367925
"681",2015,6,13,6510261,0,"0",5404.13868367925
"682",2015,6,15,11570100,1114,"0",5404.13868367925
"683",2015,6,16,9636747,1114,"0",5404.13868367925
"684",2015,6,17,8618478,1114,"0",5404.13868367925
"685",2015,6,18,8191358,1114,"0",5404.13868367925
"686",2015,6,19,8458252,1114,"0",5404.13868367925
"687",2015,6,20,6390661,0,"0",5404.13868367925
"688",2015,6,22,6552538,0,"0",5404.13868367925
"689",2015,6,23,6292372,0,"0",5404.13868367925
"690",2015,6,24,6257424,0,"0",5404.13868367925
"691",2015,6,25,6211764,0,"0",5404.13868367925
"692",2015,6,26,6634687,0,"0",5404.13868367925
"693",2015,6,27,6538314,0,"0",5404.13868367925
"694",2015,6,29,8620372,829,"0",5404.13868367925
"695",2015,6,30,8376093,829,"0",5404.13868367925
"696",2015,7,1,6629594,829,"0",5386.11105495935
"697",2015,7,2,6312594,828,"0",5386.11105495935
"698",2015,7,3,6312450,828,"0",5386.11105495935
"699",2015,7,4,6054276,0,"0",5386.11105495935
"700",2015,7,6,5558966,0,"0",5386.11105495935
"701",2015,7,7,4751129,0,"0",5386.11105495935
"702",2015,7,8,5189974,0,"0",5386.11105495935
"703",2015,7,9,5174510,0,"0",5386.11105495935
"704",2015,7,10,5286120,0,"0",5386.11105495935
"705",2015,7,11,6262022,0,"0",5386.11105495935
"706",2015,7,13,6382531,660,"0",5386.11105495935
"707",2015,7,14,5508191,660,"0",5386.11105495935
"708",2015,7,15,5203170,660,"0",5386.11105495935
"709",2015,7,16,3899700,541,"0",5386.11105495935
"710",2015,7,17,3868416,541,"0",5386.11105495935
"711",2015,7,18,6448982,0,"0",5386.11105495935
"712",2015,7,20,2721715,0,"0",5386.11105495935
"713",2015,7,21,2353972,0,"0",5386.11105495935
"714",2015,7,22,2273498,0,"0",5386.11105495935
"715",2015,7,23,2438447,0,"0",5386.11105495935
"716",2015,7,24,2386886,0,"0",5386.11105495935
"717",2015,7,25,5888026,0,"0",5386.11105495935
"718",2015,7,27,2435919,253,"0",5386.11105495935
"719",2015,7,28,2094250,253,"0",5386.11105495935
"720",2015,7,29,1972874,253,"-1",5386.11105495935
"721",2015,7,30,1444788,180,"-1",5386.11105495935
"722",2015,7,31,1557097,180,"-1",5386.11105495935
